Date,Establishment,Value,Comparator,Attainment Distribution
2016,est:5220734,523,comparator:virtual-comparator,distribution:middle-60pc
2016,est:5220734,1559,comparator:virtual-comparator,distribution:highest-20pc
2016,est:5221234,189,comparator:real-establishment,distribution:lowest-20pc
2016,est:5221234,665,comparator:real-establishment,distribution:middle-60pc
2016,est:5221234,1580,comparator:real-establishment,distribution:highest-20pc
2016,est:5221234,157,comparator:virtual-comparator,distribution:lowest-20pc
2016,est:5221234,702,comparator:virtual-comparator,distribution:middle-60pc
2016,est:5221234,1723,comparator:virtual-comparator,distribution:highest-20pc
2016,est:5222133,146,comparator:real-establishment,distribution:lowest-20pc
2016,est:5222133,739,comparator:real-establishment,distribution:middle-60pc
2016,est:5222133,1606,comparator:real-establishment,distribution:highest-20pc
2016,est:5222133,112,comparator:virtual-comparator,distribution:lowest-20pc
2016,est:5222133,603,comparator:virtual-comparator,distribution:middle-60pc
2016,est:5222133,1668,comparator:virtual-comparator,distribution:highest-20pc
2016,est:5230934,240,comparator:real-establishment,distribution:lowest-20pc
2016,est:5230934,1005,comparator:real-establishment,distribution:middle-60pc
2016,est:5230934,1748,comparator:real-establishment,distribution:highest-20pc
2016,est:5230934,235,comparator:virtual-comparator,distribution:lowest-20pc
2016,est:5230934,1016,comparator:virtual-comparator,distribution:middle-60pc
2016,est:5230934,1908,comparator:virtual-comparator,distribution:highest-20pc
2016,est:5231132,217,comparator:real-establishment,distribution:lowest-20pc
2016,est:5231132,1035,comparator:real-establishment,distribution:middle-60pc
2016,est:5231132,1947,comparator:real-establishment,distribution:highest-20pc
2016,est:5231132,211,comparator:virtual-comparator,distribution:lowest-20pc
2016,est:5231132,926,comparator:virtual-comparator,distribution:middle-60pc
2016,est:5231132,1875,comparator:virtual-comparator,distribution:highest-20pc
2016,est:5231434,99,comparator:real-establishment,distribution:lowest-20pc
2016,est:5231434,756,comparator:real-establishment,distribution:middle-60pc
2016,est:5231434,1882,comparator:real-establishment,distribution:highest-20pc
2016,est:5231434,151,comparator:virtual-comparator,distribution:lowest-20pc
2016,est:5231434,769,comparator:virtual-comparator,distribution:middle-60pc
2016,est:5231434,1794,comparator:virtual-comparator,distribution:highest-20pc
2016,est:5231639,139,comparator:real-establishment,distribution:lowest-20pc
2016,est:5231639,772,comparator:real-establishment,distribution:middle-60pc
2016,est:5231639,1860,comparator:real-establishment,distribution:highest-20pc
2016,est:5231639,203,comparator:virtual-comparator,distribution:lowest-20pc
2016,est:5231639,893,comparator:virtual-comparator,distribution:middle-60pc
2016,est:5231639,1891,comparator:virtual-comparator,distribution:highest-20pc
2016,est:5232333,223,comparator:real-establishment,distribution:lowest-20pc
2016,est:5232333,966,comparator:real-establishment,distribution:middle-60pc
2016,est:5232333,2004,comparator:real-establishment,distribution:highest-20pc
2016,est:5232333,195,comparator:virtual-comparator,distribution:lowest-20pc
2016,est:5232333,894,comparator:virtual-comparator,distribution:middle-60pc
2016,est:5232333,1851,comparator:virtual-comparator,distribution:highest-20pc
2016,est:5232937,283,comparator:real-establishment,distribution:lowest-20pc
2016,est:5232937,988,comparator:real-establishment,distribution:middle-60pc
2016,est:5232937,1892,comparator:real-establishment,distribution:highest-20pc
2016,est:5232937,213,comparator:virtual-comparator,distribution:lowest-20pc
2016,est:5232937,1017,comparator:virtual-comparator,distribution:middle-60pc
2016,est:5232937,1955,comparator:virtual-comparator,distribution:highest-20pc
2016,est:5233038,205,comparator:real-establishment,distribution:lowest-20pc
2016,est:5233038,739,comparator:real-establishment,distribution:middle-60pc
2016,est:5233038,1583,comparator:real-establishment,distribution:highest-20pc
2016,est:5233038,180,comparator:virtual-comparator,distribution:lowest-20pc
2016,est:5233038,859,comparator:virtual-comparator,distribution:middle-60pc
2016,est:5233038,1834,comparator:virtual-comparator,distribution:highest-20pc
2016,est:5234034,60,comparator:real-establishment,distribution:lowest-20pc
2016,est:5234034,572,comparator:real-establishment,distribution:middle-60pc
2016,est:5234034,1620,comparator:real-establishment,distribution:highest-20pc
2016,est:5234034,76,comparator:virtual-comparator,distribution:lowest-20pc
2016,est:5234034,574,comparator:virtual-comparator,distribution:middle-60pc
2016,est:5234034,1760,comparator:virtual-comparator,distribution:highest-20pc
2016,est:5235634,197,comparator:real-establishment,distribution:lowest-20pc
2016,est:5235634,873,comparator:real-establishment,distribution:middle-60pc
2016,est:5235634,1760,comparator:real-establishment,distribution:highest-20pc
2016,est:5235634,198,comparator:virtual-comparator,distribution:lowest-20pc
2016,est:5235634,850,comparator:virtual-comparator,distribution:middle-60pc
2016,est:5235634,1814,comparator:virtual-comparator,distribution:highest-20pc
2016,est:5235839,452,comparator:real-establishment,distribution:lowest-20pc
2016,est:5235839,1435,comparator:real-establishment,distribution:middle-60pc
2016,est:5235839,2204,comparator:real-establishment,distribution:highest-20pc
2016,est:5235839,371,comparator:virtual-comparator,distribution:lowest-20pc
2016,est:5235839,1210,comparator:virtual-comparator,distribution:middle-60pc
2016,est:5235839,2038,comparator:virtual-comparator,distribution:highest-20pc
2016,est:5243238,77,comparator:real-establishment,distribution:lowest-20pc
2016,est:5243238,629,comparator:real-establishment,distribution:middle-60pc
2016,est:5243238,1715,comparator:real-establishment,distribution:highest-20pc
2016,est:5243238,179,comparator:virtual-comparator,distribution:lowest-20pc
2016,est:5243238,798,comparator:virtual-comparator,distribution:middle-60pc
2016,est:5243238,1863,comparator:virtual-comparator,distribution:highest-20pc
2016,est:5243335,144,comparator:real-establishment,distribution:lowest-20pc
2016,est:5243335,639,comparator:real-establishment,distribution:middle-60pc
2016,est:5243335,1617,comparator:real-establishment,distribution:highest-20pc
2016,est:5243335,150,comparator:virtual-comparator,distribution:lowest-20pc
2016,est:5243335,743,comparator:virtual-comparator,distribution:middle-60pc
2016,est:5243335,1823,comparator:virtual-comparator,distribution:highest-20pc
2016,est:5243432,174,comparator:real-establishment,distribution:lowest-20pc
2016,est:5243432,845,comparator:real-establishment,distribution:middle-60pc
2016,est:5243432,1780,comparator:real-establishment,distribution:highest-20pc
2016,est:5243432,145,comparator:virtual-comparator,distribution:lowest-20pc
2016,est:5243432,754,comparator:virtual-comparator,distribution:middle-60pc
2016,est:5243432,1871,comparator:virtual-comparator,distribution:highest-20pc
2016,est:5243831,123,comparator:real-establishment,distribution:lowest-20pc
2016,est:5243831,542,comparator:real-establishment,distribution:middle-60pc
2016,est:5243831,1275,comparator:real-establishment,distribution:highest-20pc
2016,est:5243831,131,comparator:virtual-comparator,distribution:lowest-20pc
2016,est:5243831,714,comparator:virtual-comparator,distribution:middle-60pc
2016,est:5243831,1830,comparator:virtual-comparator,distribution:highest-20pc
2016,est:5244234,149,comparator:real-establishment,distribution:lowest-20pc
2016,est:5244234,458,comparator:real-establishment,distribution:middle-60pc
2016,est:5244234,1144,comparator:real-establishment,distribution:highest-20pc
2016,est:5244234,91,comparator:virtual-comparator,distribution:lowest-20pc
2016,est:5244234,476,comparator:virtual-comparator,distribution:middle-60pc
2016,est:5244234,1419,comparator:virtual-comparator,distribution:highest-20pc
2016,est:5244439,341,comparator:real-establishment,distribution:lowest-20pc
2016,est:5244439,1231,comparator:real-establishment,distribution:middle-60pc
2016,est:5244439,1960,comparator:real-establishment,distribution:highest-20pc
2016,est:5244439,370,comparator:virtual-comparator,distribution:lowest-20pc
2016,est:5244439,1240,comparator:virtual-comparator,distribution:middle-60pc
2016,est:5244439,2025,comparator:virtual-comparator,distribution:highest-20pc
2016,est:5244838,80,comparator:real-establishment,distribution:lowest-20pc
2016,est:5244838,494,comparator:real-establishment,distribution:middle-60pc
2016,est:5244838,1169,comparator:real-establishment,distribution:highest-20pc
2016,est:5244838,81,comparator:virtual-comparator,distribution:lowest-20pc
2016,est:5244838,500,comparator:virtual-comparator,distribution:middle-60pc
2016,est:5244838,1540,comparator:virtual-comparator,distribution:highest-20pc
2016,est:5246237,244,comparator:real-establishment,distribution:lowest-20pc
2016,est:5246237,964,comparator:real-establishment,distribution:middle-60pc
2016,est:5246237,1811,comparator:real-establishment,distribution:highest-20pc
2016,est:5246237,243,comparator:virtual-comparator,distribution:lowest-20pc
2016,est:5246237,1020,comparator:virtual-comparator,distribution:middle-60pc
2016,est:5246237,1997,comparator:virtual-comparator,distribution:highest-20pc
2016,est:5246431,65,comparator:real-establishment,distribution:lowest-20pc
2016,est:5246431,460,comparator:real-establishment,distribution:middle-60pc
2016,est:5246431,1356,comparator:real-establishment,distribution:highest-20pc
2016,est:5246431,74,comparator:virtual-comparator,distribution:lowest-20pc
2016,est:5246431,459,comparator:virtual-comparator,distribution:middle-60pc
2016,est:5246431,1440,comparator:virtual-comparator,distribution:highest-20pc
2016,est:5251834,313,comparator:real-establishment,distribution:lowest-20pc
2016,est:5251834,1205,comparator:real-establishment,distribution:middle-60pc
2016,est:5251834,2110,comparator:real-establishment,distribution:highest-20pc
2016,est:5251834,249,comparator:virtual-comparator,distribution:lowest-20pc
2016,est:5251834,996,comparator:virtual-comparator,distribution:middle-60pc
2016,est:5251834,1930,comparator:virtual-comparator,distribution:highest-20pc
2016,est:5251931,256,comparator:real-establishment,distribution:lowest-20pc
2016,est:5251931,1109,comparator:real-establishment,distribution:middle-60pc
2016,est:5251931,2083,comparator:real-establishment,distribution:highest-20pc
2016,est:5251931,224,comparator:virtual-comparator,distribution:lowest-20pc
2016,est:5251931,976,comparator:virtual-comparator,distribution:middle-60pc
2016,est:5251931,1949,comparator:virtual-comparator,distribution:highest-20pc
2016,est:5252032,202,comparator:real-establishment,distribution:lowest-20pc
2016,est:5252032,829,comparator:real-establishment,distribution:middle-60pc
2016,est:5252032,1868,comparator:real-establishment,distribution:highest-20pc
2016,est:5252032,128,comparator:virtual-comparator,distribution:lowest-20pc
2016,est:5252032,703,comparator:virtual-comparator,distribution:middle-60pc
2016,est:5252032,1720,comparator:virtual-comparator,distribution:highest-20pc
2016,est:5257530,256,comparator:real-establishment,distribution:lowest-20pc
2016,est:5257530,1141,comparator:real-establishment,distribution:middle-60pc
2016,est:5257530,2038,comparator:real-establishment,distribution:highest-20pc
2016,est:5257530,254,comparator:virtual-comparator,distribution:lowest-20pc
2016,est:5257530,1086,comparator:virtual-comparator,distribution:middle-60pc
2016,est:5257530,1956,comparator:virtual-comparator,distribution:highest-20pc
2016,est:5258030,220,comparator:real-establishment,distribution:lowest-20pc
2016,est:5258030,842,comparator:real-establishment,distribution:middle-60pc
2016,est:5258030,1703,comparator:real-establishment,distribution:highest-20pc
2016,est:5258030,207,comparator:virtual-comparator,distribution:lowest-20pc
2016,est:5258030,980,comparator:virtual-comparator,distribution:middle-60pc
2016,est:5258030,1944,comparator:virtual-comparator,distribution:highest-20pc
2016,est:5307031,109,comparator:real-establishment,distribution:lowest-20pc
2016,est:5307031,569,comparator:real-establishment,distribution:middle-60pc
2016,est:5307031,1476,comparator:real-establishment,distribution:highest-20pc
2016,est:5307031,87,comparator:virtual-comparator,distribution:lowest-20pc
2016,est:5307031,533,comparator:virtual-comparator,distribution:middle-60pc
2016,est:5307031,1580,comparator:virtual-comparator,distribution:highest-20pc
2016,est:5307139,194,comparator:real-establishment,distribution:lowest-20pc
2016,est:5307139,801,comparator:real-establishment,distribution:middle-60pc
2016,est:5307139,1745,comparator:real-establishment,distribution:highest-20pc
2016,est:5307139,160,comparator:virtual-comparator,distribution:lowest-20pc
2016,est:5307139,777,comparator:virtual-comparator,distribution:middle-60pc
2016,est:5307139,1793,comparator:virtual-comparator,distribution:highest-20pc
2016,est:5307236,118,comparator:real-establishment,distribution:lowest-20pc
2016,est:5307236,668,comparator:real-establishment,distribution:middle-60pc
2016,est:5307236,1592,comparator:real-establishment,distribution:highest-20pc
2016,est:5307236,133,comparator:virtual-comparator,distribution:lowest-20pc
2016,est:5307236,693,comparator:virtual-comparator,distribution:middle-60pc
2016,est:5307236,1741,comparator:virtual-comparator,distribution:highest-20pc
2016,est:5307430,184,comparator:real-establishment,distribution:lowest-20pc
2016,est:5307430,689,comparator:real-establishment,distribution:middle-60pc
2016,est:5307430,1510,comparator:real-establishment,distribution:highest-20pc
2016,est:5307430,192,comparator:virtual-comparator,distribution:lowest-20pc
2016,est:5307430,852,comparator:virtual-comparator,distribution:middle-60pc
2016,est:5307430,1842,comparator:virtual-comparator,distribution:highest-20pc
2016,est:5307538,125,comparator:real-establishment,distribution:lowest-20pc
2016,est:5307538,671,comparator:real-establishment,distribution:middle-60pc
2016,est:5307538,1597,comparator:real-establishment,distribution:highest-20pc
2016,est:5307538,120,comparator:virtual-comparator,distribution:lowest-20pc
2016,est:5307538,649,comparator:virtual-comparator,distribution:middle-60pc
2016,est:5307538,1737,comparator:virtual-comparator,distribution:highest-20pc
2016,est:5307732,176,comparator:real-establishment,distribution:lowest-20pc
2016,est:5307732,957,comparator:real-establishment,distribution:middle-60pc
2016,est:5307732,1852,comparator:real-establishment,distribution:highest-20pc
2016,est:5307732,204,comparator:virtual-comparator,distribution:lowest-20pc
2016,est:5307732,947,comparator:virtual-comparator,distribution:middle-60pc
2016,est:5307732,1857,comparator:virtual-comparator,distribution:highest-20pc
2016,est:5308038,182,comparator:real-establishment,distribution:lowest-20pc
2016,est:5308038,697,comparator:real-establishment,distribution:middle-60pc
2016,est:5308038,1642,comparator:real-establishment,distribution:highest-20pc
2016,est:5308038,152,comparator:virtual-comparator,distribution:lowest-20pc
2016,est:5308038,727,comparator:virtual-comparator,distribution:middle-60pc
2016,est:5308038,1781,comparator:virtual-comparator,distribution:highest-20pc
2016,est:5329132,103,comparator:real-establishment,distribution:lowest-20pc
2016,est:5329132,532,comparator:real-establishment,distribution:middle-60pc
2016,est:5329132,1462,comparator:real-establishment,distribution:highest-20pc
2016,est:5329132,130,comparator:virtual-comparator,distribution:lowest-20pc
2016,est:5329132,677,comparator:virtual-comparator,distribution:middle-60pc
2016,est:5329132,1649,comparator:virtual-comparator,distribution:highest-20pc
2016,est:5329434,192,comparator:real-establishment,distribution:lowest-20pc
2016,est:5329434,1099,comparator:real-establishment,distribution:middle-60pc
2016,est:5329434,1924,comparator:real-establishment,distribution:highest-20pc
2016,est:5329434,210,comparator:virtual-comparator,distribution:lowest-20pc
2016,est:5329434,1118,comparator:virtual-comparator,distribution:middle-60pc
2016,est:5329434,1993,comparator:virtual-comparator,distribution:highest-20pc
2016,est:5329531,179,comparator:real-establishment,distribution:lowest-20pc
2016,est:5329531,1036,comparator:real-establishment,distribution:middle-60pc
2016,est:5329531,1873,comparator:real-establishment,distribution:highest-20pc
2016,est:5329531,264,comparator:virtual-comparator,distribution:lowest-20pc
2016,est:5329531,1076,comparator:virtual-comparator,distribution:middle-60pc
2016,est:5329531,1931,comparator:virtual-comparator,distribution:highest-20pc
2016,est:5330033,94,comparator:real-establishment,distribution:lowest-20pc
2016,est:5330033,525,comparator:real-establishment,distribution:middle-60pc
2016,est:5330033,1408,comparator:real-establishment,distribution:highest-20pc
2016,est:5330033,75,comparator:virtual-comparator,distribution:lowest-20pc
2016,est:5330033,509,comparator:virtual-comparator,distribution:middle-60pc
2016,est:5330033,1538,comparator:virtual-comparator,distribution:highest-20pc
2016,est:5330238,145,comparator:real-establishment,distribution:lowest-20pc
2016,est:5330238,699,comparator:real-establishment,distribution:middle-60pc
2016,est:5330238,1412,comparator:real-establishment,distribution:highest-20pc
2016,est:5330238,138,comparator:virtual-comparator,distribution:lowest-20pc
2016,est:5330238,731,comparator:virtual-comparator,distribution:middle-60pc
2016,est:5330238,1763,comparator:virtual-comparator,distribution:highest-20pc
2016,est:5330432,96,comparator:real-establishment,distribution:lowest-20pc
2016,est:5330432,530,comparator:real-establishment,distribution:middle-60pc
2016,est:5330432,1466,comparator:real-establishment,distribution:highest-20pc
2016,est:5330432,113,comparator:virtual-comparator,distribution:lowest-20pc
2016,est:5330432,670,comparator:virtual-comparator,distribution:middle-60pc
2016,est:5330432,1684,comparator:virtual-comparator,distribution:highest-20pc
2016,est:5330831,121,comparator:real-establishment,distribution:lowest-20pc
2016,est:5330831,755,comparator:real-establishment,distribution:middle-60pc
2016,est:5330831,1704,comparator:real-establishment,distribution:highest-20pc
2016,est:5330831,129,comparator:virtual-comparator,distribution:lowest-20pc
2016,est:5330831,689,comparator:virtual-comparator,distribution:middle-60pc
2016,est:5330831,1718,comparator:virtual-comparator,distribution:highest-20pc
2016,est:5331137,89,comparator:real-establishment,distribution:lowest-20pc
2016,est:5331137,558,comparator:real-establishment,distribution:middle-60pc
2016,est:5331137,1485,comparator:real-establishment,distribution:highest-20pc
2016,est:5331137,122,comparator:virtual-comparator,distribution:lowest-20pc
2016,est:5331137,658,comparator:virtual-comparator,distribution:middle-60pc
2016,est:5331137,1686,comparator:virtual-comparator,distribution:highest-20pc
2016,est:5339537,257,comparator:real-establishment,distribution:lowest-20pc
2016,est:5339537,985,comparator:real-establishment,distribution:middle-60pc
2016,est:5339537,1774,comparator:real-establishment,distribution:highest-20pc
2016,est:5339537,241,comparator:virtual-comparator,distribution:lowest-20pc
2016,est:5339537,1015,comparator:virtual-comparator,distribution:middle-60pc
2016,est:5339537,1964,comparator:virtual-comparator,distribution:highest-20pc
2016,est:5339731,96,comparator:real-establishment,distribution:lowest-20pc
2016,est:5339731,481,comparator:real-establishment,distribution:middle-60pc
2016,est:5339731,1119,comparator:real-establishment,distribution:highest-20pc
2016,est:5339731,97,comparator:virtual-comparator,distribution:lowest-20pc
2016,est:5339731,557,comparator:virtual-comparator,distribution:middle-60pc
2016,est:5339731,1521,comparator:virtual-comparator,distribution:highest-20pc
2016,est:5349834,173,comparator:real-establishment,distribution:lowest-20pc
2016,est:5349834,1008,comparator:real-establishment,distribution:middle-60pc
2016,est:5349834,2128,comparator:real-establishment,distribution:highest-20pc
2016,est:5349834,225,comparator:virtual-comparator,distribution:lowest-20pc
2016,est:5349834,891,comparator:virtual-comparator,distribution:middle-60pc
2016,est:5349834,1846,comparator:virtual-comparator,distribution:highest-20pc
2016,est:5350034,93,comparator:real-establishment,distribution:lowest-20pc
2016,est:5350034,909,comparator:real-establishment,distribution:middle-60pc
2016,est:5350034,2009,comparator:real-establishment,distribution:highest-20pc
2016,est:5350034,218,comparator:virtual-comparator,distribution:lowest-20pc
2016,est:5350034,878,comparator:virtual-comparator,distribution:middle-60pc
2016,est:5350034,1826,comparator:virtual-comparator,distribution:highest-20pc
2016,est:5350131,152,comparator:real-establishment,distribution:lowest-20pc
2016,est:5350131,791,comparator:real-establishment,distribution:middle-60pc
2016,est:5350131,1781,comparator:real-establishment,distribution:highest-20pc
2016,est:5350131,147,comparator:virtual-comparator,distribution:lowest-20pc
2016,est:5350131,710,comparator:virtual-comparator,distribution:middle-60pc
2016,est:5350131,1704,comparator:virtual-comparator,distribution:highest-20pc
2016,est:5350239,144,comparator:real-establishment,distribution:lowest-20pc
2016,est:5350239,646,comparator:real-establishment,distribution:middle-60pc
2016,est:5350239,1534,comparator:real-establishment,distribution:highest-20pc
2016,est:5350239,104,comparator:virtual-comparator,distribution:lowest-20pc
2016,est:5350239,555,comparator:virtual-comparator,distribution:middle-60pc
2016,est:5350239,1571,comparator:virtual-comparator,distribution:highest-20pc
2016,est:5350336,186,comparator:real-establishment,distribution:lowest-20pc
2016,est:5350336,955,comparator:real-establishment,distribution:middle-60pc
2016,est:5350336,1996,comparator:real-establishment,distribution:highest-20pc
2016,est:5350336,177,comparator:virtual-comparator,distribution:lowest-20pc
2016,est:5350336,817,comparator:virtual-comparator,distribution:middle-60pc
2016,est:5350336,1783,comparator:virtual-comparator,distribution:highest-20pc
2016,est:5350530,243,comparator:real-establishment,distribution:lowest-20pc
2016,est:5350530,1088,comparator:real-establishment,distribution:middle-60pc
2016,est:5350530,2050,comparator:real-establishment,distribution:highest-20pc
2016,est:5350530,267,comparator:virtual-comparator,distribution:lowest-20pc
2016,est:5350530,1028,comparator:virtual-comparator,distribution:middle-60pc
2016,est:5350530,1923,comparator:virtual-comparator,distribution:highest-20pc
2016,est:5350638,115,comparator:real-establishment,distribution:lowest-20pc
2016,est:5350638,904,comparator:real-establishment,distribution:middle-60pc
2016,est:5350638,1993,comparator:real-establishment,distribution:highest-20pc
2016,est:5350638,131,comparator:virtual-comparator,distribution:lowest-20pc
2016,est:5350638,738,comparator:virtual-comparator,distribution:middle-60pc
2016,est:5350638,1786,comparator:virtual-comparator,distribution:highest-20pc
2016,est:5350832,135,comparator:real-establishment,distribution:lowest-20pc
2016,est:5350832,711,comparator:real-establishment,distribution:middle-60pc
2016,est:5350832,1657,comparator:real-establishment,distribution:highest-20pc
2016,est:5350832,128,comparator:virtual-comparator,distribution:lowest-20pc
2016,est:5350832,751,comparator:virtual-comparator,distribution:middle-60pc
2016,est:5350832,1801,comparator:virtual-comparator,distribution:highest-20pc
2016,est:5351030,242,comparator:real-establishment,distribution:lowest-20pc
2016,est:5351030,1033,comparator:real-establishment,distribution:middle-60pc
2016,est:5351030,1918,comparator:real-establishment,distribution:highest-20pc
2016,est:5351030,254,comparator:virtual-comparator,distribution:lowest-20pc
2016,est:5351030,1007,comparator:virtual-comparator,distribution:middle-60pc
2016,est:5351030,1903,comparator:virtual-comparator,distribution:highest-20pc
2016,est:5406331,53,comparator:real-establishment,distribution:lowest-20pc
2016,est:5406331,607,comparator:real-establishment,distribution:middle-60pc
2016,est:5406331,1530,comparator:real-establishment,distribution:highest-20pc
2016,est:5406331,112,comparator:virtual-comparator,distribution:lowest-20pc
2016,est:5406331,619,comparator:virtual-comparator,distribution:middle-60pc
2016,est:5406331,1615,comparator:virtual-comparator,distribution:highest-20pc
2016,est:5406439,199,comparator:real-establishment,distribution:lowest-20pc
2016,est:5406439,817,comparator:real-establishment,distribution:middle-60pc
2016,est:5406439,1696,comparator:real-establishment,distribution:highest-20pc
2016,est:5406439,183,comparator:virtual-comparator,distribution:lowest-20pc
2016,est:5406439,885,comparator:virtual-comparator,distribution:middle-60pc
2016,est:5406439,1849,comparator:virtual-comparator,distribution:highest-20pc
2016,est:5406536,121,comparator:real-establishment,distribution:lowest-20pc
2016,est:5406536,703,comparator:real-establishment,distribution:middle-60pc
2016,est:5406536,1503,comparator:real-establishment,distribution:highest-20pc
2016,est:5406536,145,comparator:virtual-comparator,distribution:lowest-20pc
2016,est:5406536,771,comparator:virtual-comparator,distribution:middle-60pc
2016,est:5406536,1722,comparator:virtual-comparator,distribution:highest-20pc
2016,est:5406730,155,comparator:real-establishment,distribution:lowest-20pc
2016,est:5406730,723,comparator:real-establishment,distribution:middle-60pc
2016,est:5406730,1698,comparator:real-establishment,distribution:highest-20pc
2016,est:5406730,121,comparator:virtual-comparator,distribution:lowest-20pc
2016,est:5406730,698,comparator:virtual-comparator,distribution:middle-60pc
2016,est:5406730,1745,comparator:virtual-comparator,distribution:highest-20pc
2016,est:5406838,132,comparator:real-establishment,distribution:lowest-20pc
2016,est:5406838,929,comparator:real-establishment,distribution:middle-60pc
2016,est:5406838,1986,comparator:real-establishment,distribution:highest-20pc
2016,est:5406838,186,comparator:virtual-comparator,distribution:lowest-20pc
2016,est:5406838,883,comparator:virtual-comparator,distribution:middle-60pc
2016,est:5406838,1835,comparator:virtual-comparator,distribution:highest-20pc
2016,est:5407036,71,comparator:real-establishment,distribution:lowest-20pc
2016,est:5407036,609,comparator:real-establishment,distribution:middle-60pc
2016,est:5407036,1559,comparator:real-establishment,distribution:highest-20pc
2016,est:5407036,128,comparator:virtual-comparator,distribution:lowest-20pc
2016,est:5407036,711,comparator:virtual-comparator,distribution:middle-60pc
2016,est:5407036,1734,comparator:virtual-comparator,distribution:highest-20pc
2016,est:5407230,152,comparator:real-establishment,distribution:lowest-20pc
2016,est:5407230,734,comparator:real-establishment,distribution:middle-60pc
2016,est:5407230,1759,comparator:real-establishment,distribution:highest-20pc
2016,est:5407230,136,comparator:virtual-comparator,distribution:lowest-20pc
2016,est:5407230,709,comparator:virtual-comparator,distribution:middle-60pc
2016,est:5407230,1696,comparator:virtual-comparator,distribution:highest-20pc
2016,est:5407338,151,comparator:real-establishment,distribution:lowest-20pc
2016,est:5407338,618,comparator:real-establishment,distribution:middle-60pc
2016,est:5407338,1479,comparator:real-establishment,distribution:highest-20pc
2016,est:5407338,200,comparator:virtual-comparator,distribution:lowest-20pc
2016,est:5407338,749,comparator:virtual-comparator,distribution:middle-60pc
2016,est:5407338,1678,comparator:virtual-comparator,distribution:highest-20pc
2016,est:5407532,55,comparator:real-establishment,distribution:lowest-20pc
2016,est:5407532,407,comparator:real-establishment,distribution:middle-60pc
2016,est:5407532,1287,comparator:real-establishment,distribution:highest-20pc
2016,est:5407532,112,comparator:virtual-comparator,distribution:lowest-20pc
2016,est:5407532,549,comparator:virtual-comparator,distribution:middle-60pc
2016,est:5407532,1519,comparator:virtual-comparator,distribution:highest-20pc
2016,est:5426138,228,comparator:real-establishment,distribution:lowest-20pc
2016,est:5426138,935,comparator:real-establishment,distribution:middle-60pc
2016,est:5426138,1899,comparator:real-establishment,distribution:highest-20pc
2016,est:5426138,223,comparator:virtual-comparator,distribution:lowest-20pc
2016,est:5426138,1012,comparator:virtual-comparator,distribution:middle-60pc
2016,est:5426138,1947,comparator:virtual-comparator,distribution:highest-20pc
2016,est:5426332,163,comparator:real-establishment,distribution:lowest-20pc
2016,est:5426332,843,comparator:real-establishment,distribution:middle-60pc
2016,est:5426332,1762,comparator:real-establishment,distribution:highest-20pc
2016,est:5426332,228,comparator:virtual-comparator,distribution:lowest-20pc
2016,est:5426332,951,comparator:virtual-comparator,distribution:middle-60pc
2016,est:5426332,1881,comparator:virtual-comparator,distribution:highest-20pc
2016,est:5426537,160,comparator:real-establishment,distribution:lowest-20pc
2016,est:5426537,992,comparator:real-establishment,distribution:middle-60pc
2016,est:5426537,1978,comparator:real-establishment,distribution:highest-20pc
2016,est:5426537,241,comparator:virtual-comparator,distribution:lowest-20pc
2016,est:5426537,1095,comparator:virtual-comparator,distribution:middle-60pc
2016,est:5426537,1978,comparator:virtual-comparator,distribution:highest-20pc
2016,est:5446139,206,comparator:real-establishment,distribution:lowest-20pc
2016,est:5446139,876,comparator:real-establishment,distribution:middle-60pc
2016,est:5446139,1896,comparator:real-establishment,distribution:highest-20pc
2016,est:5446139,147,comparator:virtual-comparator,distribution:lowest-20pc
2016,est:5446139,763,comparator:virtual-comparator,distribution:middle-60pc
2016,est:5446139,1800,comparator:virtual-comparator,distribution:highest-20pc
2016,est:5446236,183,comparator:real-establishment,distribution:lowest-20pc
2016,est:5446236,931,comparator:real-establishment,distribution:middle-60pc
2016,est:5446236,1926,comparator:real-establishment,distribution:highest-20pc
2016,est:5446236,201,comparator:virtual-comparator,distribution:lowest-20pc
2016,est:5446236,862,comparator:virtual-comparator,distribution:middle-60pc
2016,est:5446236,1838,comparator:virtual-comparator,distribution:highest-20pc
2016,est:5446430,77,comparator:real-establishment,distribution:lowest-20pc
2016,est:5446430,666,comparator:real-establishment,distribution:middle-60pc
2016,est:5446430,1773,comparator:real-establishment,distribution:highest-20pc
2016,est:5446430,119,comparator:virtual-comparator,distribution:lowest-20pc
2016,est:5446430,702,comparator:virtual-comparator,distribution:middle-60pc
2016,est:5446430,1807,comparator:virtual-comparator,distribution:highest-20pc
2016,est:5446538,163,comparator:real-establishment,distribution:lowest-20pc
2016,est:5446538,734,comparator:real-establishment,distribution:middle-60pc
2016,est:5446538,1639,comparator:real-establishment,distribution:highest-20pc
2016,est:5446538,161,comparator:virtual-comparator,distribution:lowest-20pc
2016,est:5446538,840,comparator:virtual-comparator,distribution:middle-60pc
2016,est:5446538,1837,comparator:virtual-comparator,distribution:highest-20pc
2016,est:5446732,203,comparator:real-establishment,distribution:lowest-20pc
2016,est:5446732,945,comparator:real-establishment,distribution:middle-60pc
2016,est:5446732,1797,comparator:real-establishment,distribution:highest-20pc
2016,est:5446732,196,comparator:virtual-comparator,distribution:lowest-20pc
