Time,EducationEstablishment,Unit,Measurement,Value,Comparator,Attainment Distribution
2016,5632536,Tariff Points,Average Total Tariff Score,527,Real Establishment,Middle 60%
2016,5632536,Tariff Points,Average Total Tariff Score,1542,Real Establishment,Highest 20%
2016,5632536,Tariff Points,Average Total Tariff Score,117,Virtual Comparator,Lowest 20%
2016,5632536,Tariff Points,Average Total Tariff Score,615,Virtual Comparator,Middle 60%
2016,5632536,Tariff Points,Average Total Tariff Score,1638,Virtual Comparator,Highest 20%
2016,5632730,Tariff Points,Average Total Tariff Score,148,Real Establishment,Lowest 20%
2016,5632730,Tariff Points,Average Total Tariff Score,681,Real Establishment,Middle 60%
2016,5632730,Tariff Points,Average Total Tariff Score,1456,Real Establishment,Highest 20%
2016,5632730,Tariff Points,Average Total Tariff Score,174,Virtual Comparator,Lowest 20%
2016,5632730,Tariff Points,Average Total Tariff Score,783,Virtual Comparator,Middle 60%
2016,5632730,Tariff Points,Average Total Tariff Score,1800,Virtual Comparator,Highest 20%
2016,5632838,Tariff Points,Average Total Tariff Score,181,Real Establishment,Lowest 20%
2016,5632838,Tariff Points,Average Total Tariff Score,806,Real Establishment,Middle 60%
2016,5632838,Tariff Points,Average Total Tariff Score,1728,Real Establishment,Highest 20%
2016,5632838,Tariff Points,Average Total Tariff Score,124,Virtual Comparator,Lowest 20%
2016,5632838,Tariff Points,Average Total Tariff Score,879,Virtual Comparator,Middle 60%
2016,5632838,Tariff Points,Average Total Tariff Score,1893,Virtual Comparator,Highest 20%
2016,5647339,Tariff Points,Average Total Tariff Score,97,Real Establishment,Lowest 20%
2016,5647339,Tariff Points,Average Total Tariff Score,665,Real Establishment,Middle 60%
2016,5647339,Tariff Points,Average Total Tariff Score,1638,Real Establishment,Highest 20%
2016,5647339,Tariff Points,Average Total Tariff Score,167,Virtual Comparator,Lowest 20%
2016,5647339,Tariff Points,Average Total Tariff Score,852,Virtual Comparator,Middle 60%
2016,5647339,Tariff Points,Average Total Tariff Score,1778,Virtual Comparator,Highest 20%
2016,5647436,Tariff Points,Average Total Tariff Score,161,Real Establishment,Lowest 20%
2016,5647436,Tariff Points,Average Total Tariff Score,655,Real Establishment,Middle 60%
2016,5647436,Tariff Points,Average Total Tariff Score,1630,Real Establishment,Highest 20%
2016,5647436,Tariff Points,Average Total Tariff Score,167,Virtual Comparator,Lowest 20%
2016,5647436,Tariff Points,Average Total Tariff Score,780,Virtual Comparator,Middle 60%
2016,5647436,Tariff Points,Average Total Tariff Score,1777,Virtual Comparator,Highest 20%
2016,5702534,Tariff Points,Average Total Tariff Score,98,Real Establishment,Lowest 20%
2016,5702534,Tariff Points,Average Total Tariff Score,684,Real Establishment,Middle 60%
2016,5702534,Tariff Points,Average Total Tariff Score,1656,Real Establishment,Highest 20%
2016,5702534,Tariff Points,Average Total Tariff Score,110,Virtual Comparator,Lowest 20%
2016,5702534,Tariff Points,Average Total Tariff Score,663,Virtual Comparator,Middle 60%
2016,5702534,Tariff Points,Average Total Tariff Score,1650,Virtual Comparator,Highest 20%
2016,5702631,Tariff Points,Average Total Tariff Score,103,Real Establishment,Lowest 20%
2016,5702631,Tariff Points,Average Total Tariff Score,592,Real Establishment,Middle 60%
2016,5702631,Tariff Points,Average Total Tariff Score,1631,Real Establishment,Highest 20%
2016,5702631,Tariff Points,Average Total Tariff Score,108,Virtual Comparator,Lowest 20%
2016,5702631,Tariff Points,Average Total Tariff Score,661,Virtual Comparator,Middle 60%
2016,5702631,Tariff Points,Average Total Tariff Score,1646,Virtual Comparator,Highest 20%
2016,5702836,Tariff Points,Average Total Tariff Score,137,Real Establishment,Lowest 20%
2016,5702836,Tariff Points,Average Total Tariff Score,839,Real Establishment,Middle 60%
2016,5702836,Tariff Points,Average Total Tariff Score,1857,Real Establishment,Highest 20%
2016,5702836,Tariff Points,Average Total Tariff Score,142,Virtual Comparator,Lowest 20%
2016,5702836,Tariff Points,Average Total Tariff Score,829,Virtual Comparator,Middle 60%
2016,5702836,Tariff Points,Average Total Tariff Score,1784,Virtual Comparator,Highest 20%
2016,5722330,Tariff Points,Average Total Tariff Score,365,Real Establishment,Lowest 20%
2016,5722330,Tariff Points,Average Total Tariff Score,1089,Real Establishment,Middle 60%
2016,5722330,Tariff Points,Average Total Tariff Score,1860,Real Establishment,Highest 20%
2016,5722330,Tariff Points,Average Total Tariff Score,358,Virtual Comparator,Lowest 20%
2016,5722330,Tariff Points,Average Total Tariff Score,1112,Virtual Comparator,Middle 60%
2016,5722330,Tariff Points,Average Total Tariff Score,1924,Virtual Comparator,Highest 20%
2016,5722438,Tariff Points,Average Total Tariff Score,460,Real Establishment,Lowest 20%
2016,5722438,Tariff Points,Average Total Tariff Score,1271,Real Establishment,Middle 60%
2016,5722438,Tariff Points,Average Total Tariff Score,2036,Real Establishment,Highest 20%
2016,5722438,Tariff Points,Average Total Tariff Score,440,Virtual Comparator,Lowest 20%
2016,5722438,Tariff Points,Average Total Tariff Score,1244,Virtual Comparator,Middle 60%
2016,5722438,Tariff Points,Average Total Tariff Score,2028,Virtual Comparator,Highest 20%
2016,5726034,Tariff Points,Average Total Tariff Score,406,Real Establishment,Lowest 20%
2016,5726034,Tariff Points,Average Total Tariff Score,1195,Real Establishment,Middle 60%
2016,5726034,Tariff Points,Average Total Tariff Score,1993,Real Establishment,Highest 20%
2016,5726034,Tariff Points,Average Total Tariff Score,351,Virtual Comparator,Lowest 20%
2016,5726034,Tariff Points,Average Total Tariff Score,1142,Virtual Comparator,Middle 60%
2016,5726034,Tariff Points,Average Total Tariff Score,1968,Virtual Comparator,Highest 20%
2016,5726131,Tariff Points,Average Total Tariff Score,242,Real Establishment,Lowest 20%
2016,5726131,Tariff Points,Average Total Tariff Score,668,Real Establishment,Middle 60%
2016,5726131,Tariff Points,Average Total Tariff Score,1520,Real Establishment,Highest 20%
2016,5726131,Tariff Points,Average Total Tariff Score,203,Virtual Comparator,Lowest 20%
2016,5726131,Tariff Points,Average Total Tariff Score,828,Virtual Comparator,Middle 60%
2016,5726131,Tariff Points,Average Total Tariff Score,1771,Virtual Comparator,Highest 20%
2016,5726239,Tariff Points,Average Total Tariff Score,242,Real Establishment,Lowest 20%
2016,5726239,Tariff Points,Average Total Tariff Score,1005,Real Establishment,Middle 60%
2016,5726239,Tariff Points,Average Total Tariff Score,2020,Real Establishment,Highest 20%
2016,5726239,Tariff Points,Average Total Tariff Score,225,Virtual Comparator,Lowest 20%
2016,5726239,Tariff Points,Average Total Tariff Score,975,Virtual Comparator,Middle 60%
2016,5726239,Tariff Points,Average Total Tariff Score,1898,Virtual Comparator,Highest 20%
2016,5726336,Tariff Points,Average Total Tariff Score,192,Real Establishment,Lowest 20%
2016,5726336,Tariff Points,Average Total Tariff Score,808,Real Establishment,Middle 60%
2016,5726336,Tariff Points,Average Total Tariff Score,1790,Real Establishment,Highest 20%
2016,5726336,Tariff Points,Average Total Tariff Score,139,Virtual Comparator,Lowest 20%
2016,5726336,Tariff Points,Average Total Tariff Score,877,Virtual Comparator,Middle 60%
2016,5726336,Tariff Points,Average Total Tariff Score,1837,Virtual Comparator,Highest 20%
2016,5726530,Tariff Points,Average Total Tariff Score,105,Real Establishment,Lowest 20%
2016,5726530,Tariff Points,Average Total Tariff Score,669,Real Establishment,Middle 60%
2016,5726530,Tariff Points,Average Total Tariff Score,1767,Real Establishment,Highest 20%
2016,5726530,Tariff Points,Average Total Tariff Score,100,Virtual Comparator,Lowest 20%
2016,5726530,Tariff Points,Average Total Tariff Score,767,Virtual Comparator,Middle 60%
2016,5726530,Tariff Points,Average Total Tariff Score,1793,Virtual Comparator,Highest 20%
2016,5745438,Tariff Points,Average Total Tariff Score,145,Real Establishment,Lowest 20%
2016,5745438,Tariff Points,Average Total Tariff Score,873,Real Establishment,Middle 60%
2016,5745438,Tariff Points,Average Total Tariff Score,1842,Real Establishment,Highest 20%
2016,5745438,Tariff Points,Average Total Tariff Score,200,Virtual Comparator,Lowest 20%
2016,5745438,Tariff Points,Average Total Tariff Score,869,Virtual Comparator,Middle 60%
2016,5745438,Tariff Points,Average Total Tariff Score,1845,Virtual Comparator,Highest 20%
2016,5745632,Tariff Points,Average Total Tariff Score,116,Real Establishment,Lowest 20%
2016,5745632,Tariff Points,Average Total Tariff Score,765,Real Establishment,Middle 60%
2016,5745632,Tariff Points,Average Total Tariff Score,1857,Real Establishment,Highest 20%
2016,5745632,Tariff Points,Average Total Tariff Score,118,Virtual Comparator,Lowest 20%
2016,5745632,Tariff Points,Average Total Tariff Score,756,Virtual Comparator,Middle 60%
2016,5745632,Tariff Points,Average Total Tariff Score,1746,Virtual Comparator,Highest 20%
2016,5746132,Tariff Points,Average Total Tariff Score,130,Real Establishment,Lowest 20%
2016,5746132,Tariff Points,Average Total Tariff Score,829,Real Establishment,Middle 60%
2016,5746132,Tariff Points,Average Total Tariff Score,1976,Real Establishment,Highest 20%
2016,5746132,Tariff Points,Average Total Tariff Score,159,Virtual Comparator,Lowest 20%
2016,5746132,Tariff Points,Average Total Tariff Score,783,Virtual Comparator,Middle 60%
2016,5746132,Tariff Points,Average Total Tariff Score,1780,Virtual Comparator,Highest 20%
2016,5746434,Tariff Points,Average Total Tariff Score,214,Real Establishment,Lowest 20%
2016,5746434,Tariff Points,Average Total Tariff Score,876,Real Establishment,Middle 60%
2016,5746434,Tariff Points,Average Total Tariff Score,1765,Real Establishment,Highest 20%
2016,5746434,Tariff Points,Average Total Tariff Score,272,Virtual Comparator,Lowest 20%
2016,5746434,Tariff Points,Average Total Tariff Score,991,Virtual Comparator,Middle 60%
2016,5746434,Tariff Points,Average Total Tariff Score,1881,Virtual Comparator,Highest 20%
2016,5746531,Tariff Points,Average Total Tariff Score,133,Real Establishment,Lowest 20%
2016,5746531,Tariff Points,Average Total Tariff Score,785,Real Establishment,Middle 60%
2016,5746531,Tariff Points,Average Total Tariff Score,1740,Real Establishment,Highest 20%
2016,5746531,Tariff Points,Average Total Tariff Score,196,Virtual Comparator,Lowest 20%
2016,5746531,Tariff Points,Average Total Tariff Score,982,Virtual Comparator,Middle 60%
2016,5746531,Tariff Points,Average Total Tariff Score,1922,Virtual Comparator,Highest 20%
2016,5746639,Tariff Points,Average Total Tariff Score,165,Real Establishment,Lowest 20%
2016,5746639,Tariff Points,Average Total Tariff Score,698,Real Establishment,Middle 60%
2016,5746639,Tariff Points,Average Total Tariff Score,1607,Real Establishment,Highest 20%
2016,5746639,Tariff Points,Average Total Tariff Score,226,Virtual Comparator,Lowest 20%
2016,5746639,Tariff Points,Average Total Tariff Score,833,Virtual Comparator,Middle 60%
2016,5746639,Tariff Points,Average Total Tariff Score,1756,Virtual Comparator,Highest 20%
2016,5747031,Tariff Points,Average Total Tariff Score,288,Real Establishment,Lowest 20%
2016,5747031,Tariff Points,Average Total Tariff Score,1007,Real Establishment,Middle 60%
2016,5747031,Tariff Points,Average Total Tariff Score,1826,Real Establishment,Highest 20%
2016,5747031,Tariff Points,Average Total Tariff Score,243,Virtual Comparator,Lowest 20%
2016,5747031,Tariff Points,Average Total Tariff Score,1035,Virtual Comparator,Middle 60%
2016,5747031,Tariff Points,Average Total Tariff Score,1927,Virtual Comparator,Highest 20%
2016,5758734,Tariff Points,Average Total Tariff Score,125,Real Establishment,Lowest 20%
2016,5758734,Tariff Points,Average Total Tariff Score,748,Real Establishment,Middle 60%
2016,5758734,Tariff Points,Average Total Tariff Score,1620,Real Establishment,Highest 20%
2016,5758734,Tariff Points,Average Total Tariff Score,213,Virtual Comparator,Lowest 20%
2016,5758734,Tariff Points,Average Total Tariff Score,925,Virtual Comparator,Middle 60%
2016,5758734,Tariff Points,Average Total Tariff Score,1852,Virtual Comparator,Highest 20%
2016,5902932,Tariff Points,Average Total Tariff Score,211,Real Establishment,Lowest 20%
2016,5902932,Tariff Points,Average Total Tariff Score,787,Real Establishment,Middle 60%
2016,5902932,Tariff Points,Average Total Tariff Score,1571,Real Establishment,Highest 20%
2016,5902932,Tariff Points,Average Total Tariff Score,158,Virtual Comparator,Lowest 20%
2016,5902932,Tariff Points,Average Total Tariff Score,828,Virtual Comparator,Middle 60%
2016,5902932,Tariff Points,Average Total Tariff Score,1762,Virtual Comparator,Highest 20%
2016,5903130,Tariff Points,Average Total Tariff Score,195,Real Establishment,Lowest 20%
2016,5903130,Tariff Points,Average Total Tariff Score,697,Real Establishment,Middle 60%
2016,5903130,Tariff Points,Average Total Tariff Score,1499,Real Establishment,Highest 20%
2016,5903130,Tariff Points,Average Total Tariff Score,154,Virtual Comparator,Lowest 20%
2016,5903130,Tariff Points,Average Total Tariff Score,779,Virtual Comparator,Middle 60%
2016,5903130,Tariff Points,Average Total Tariff Score,1726,Virtual Comparator,Highest 20%
2016,5918030,Tariff Points,Average Total Tariff Score,241,Real Establishment,Lowest 20%
2016,5918030,Tariff Points,Average Total Tariff Score,1093,Real Establishment,Middle 60%
2016,5918030,Tariff Points,Average Total Tariff Score,1885,Real Establishment,Highest 20%
2016,5918030,Tariff Points,Average Total Tariff Score,221,Virtual Comparator,Lowest 20%
2016,5918030,Tariff Points,Average Total Tariff Score,919,Virtual Comparator,Middle 60%
2016,5918030,Tariff Points,Average Total Tariff Score,1857,Virtual Comparator,Highest 20%
2016,5918138,Tariff Points,Average Total Tariff Score,291,Real Establishment,Lowest 20%
2016,5918138,Tariff Points,Average Total Tariff Score,1106,Real Establishment,Middle 60%
2016,5918138,Tariff Points,Average Total Tariff Score,1834,Real Establishment,Highest 20%
2016,5918138,Tariff Points,Average Total Tariff Score,198,Virtual Comparator,Lowest 20%
2016,5918138,Tariff Points,Average Total Tariff Score,970,Virtual Comparator,Middle 60%
2016,5918138,Tariff Points,Average Total Tariff Score,1863,Virtual Comparator,Highest 20%
2016,5918731,Tariff Points,Average Total Tariff Score,244,Real Establishment,Lowest 20%
2016,5918731,Tariff Points,Average Total Tariff Score,966,Real Establishment,Middle 60%
2016,5918731,Tariff Points,Average Total Tariff Score,2137,Real Establishment,Highest 20%
2016,5918731,Tariff Points,Average Total Tariff Score,243,Virtual Comparator,Lowest 20%
2016,5918731,Tariff Points,Average Total Tariff Score,889,Virtual Comparator,Middle 60%
2016,5918731,Tariff Points,Average Total Tariff Score,1846,Virtual Comparator,Highest 20%
2016,5939038,Tariff Points,Average Total Tariff Score,99,Real Establishment,Lowest 20%
2016,5939038,Tariff Points,Average Total Tariff Score,727,Real Establishment,Middle 60%
2016,5939038,Tariff Points,Average Total Tariff Score,1753,Real Establishment,Highest 20%
2016,5939038,Tariff Points,Average Total Tariff Score,144,Virtual Comparator,Lowest 20%
2016,5939038,Tariff Points,Average Total Tariff Score,745,Virtual Comparator,Middle 60%
2016,5939038,Tariff Points,Average Total Tariff Score,1788,Virtual Comparator,Highest 20%
2016,5939232,Tariff Points,Average Total Tariff Score,216,Real Establishment,Lowest 20%
2016,5939232,Tariff Points,Average Total Tariff Score,895,Real Establishment,Middle 60%
2016,5939232,Tariff Points,Average Total Tariff Score,1867,Real Establishment,Highest 20%
2016,5939232,Tariff Points,Average Total Tariff Score,279,Virtual Comparator,Lowest 20%
2016,5939232,Tariff Points,Average Total Tariff Score,1083,Virtual Comparator,Middle 60%
2016,5939232,Tariff Points,Average Total Tariff Score,1948,Virtual Comparator,Highest 20%
2016,5939534,Tariff Points,Average Total Tariff Score,76,Real Establishment,Lowest 20%
2016,5939534,Tariff Points,Average Total Tariff Score,362,Real Establishment,Middle 60%
2016,5939534,Tariff Points,Average Total Tariff Score,1287,Real Establishment,Highest 20%
2016,5939534,Tariff Points,Average Total Tariff Score,61,Virtual Comparator,Lowest 20%
2016,5939534,Tariff Points,Average Total Tariff Score,510,Virtual Comparator,Middle 60%
2016,5939534,Tariff Points,Average Total Tariff Score,1627,Virtual Comparator,Highest 20%
2016,5939631,Tariff Points,Average Total Tariff Score,218,Real Establishment,Lowest 20%
2016,5939631,Tariff Points,Average Total Tariff Score,614,Real Establishment,Middle 60%
2016,5939631,Tariff Points,Average Total Tariff Score,1289,Real Establishment,Highest 20%
2016,5939631,Tariff Points,Average Total Tariff Score,140,Virtual Comparator,Lowest 20%
2016,5939631,Tariff Points,Average Total Tariff Score,590,Virtual Comparator,Middle 60%
2016,5939631,Tariff Points,Average Total Tariff Score,1515,Virtual Comparator,Highest 20%
2016,5939739,Tariff Points,Average Total Tariff Score,232,Real Establishment,Lowest 20%
2016,5939739,Tariff Points,Average Total Tariff Score,1083,Real Establishment,Middle 60%
2016,5939739,Tariff Points,Average Total Tariff Score,1816,Real Establishment,Highest 20%
2016,5939739,Tariff Points,Average Total Tariff Score,249,Virtual Comparator,Lowest 20%
2016,5939739,Tariff Points,Average Total Tariff Score,1014,Virtual Comparator,Middle 60%
2016,5939739,Tariff Points,Average Total Tariff Score,1897,Virtual Comparator,Highest 20%
2016,5941032,Tariff Points,Average Total Tariff Score,349,Real Establishment,Lowest 20%
2016,5941032,Tariff Points,Average Total Tariff Score,1139,Real Establishment,Middle 60%
2016,5941032,Tariff Points,Average Total Tariff Score,1955,Real Establishment,Highest 20%
2016,5941032,Tariff Points,Average Total Tariff Score,312,Virtual Comparator,Lowest 20%
2016,5941032,Tariff Points,Average Total Tariff Score,1090,Virtual Comparator,Middle 60%
2016,5941032,Tariff Points,Average Total Tariff Score,1967,Virtual Comparator,Highest 20%
2016,5948339,Tariff Points,Average Total Tariff Score,92,Real Establishment,Lowest 20%
2016,5948339,Tariff Points,Average Total Tariff Score,545,Real Establishment,Middle 60%
2016,5948339,Tariff Points,Average Total Tariff Score,1602,Real Establishment,Highest 20%
2016,5948339,Tariff Points,Average Total Tariff Score,106,Virtual Comparator,Lowest 20%
2016,5948339,Tariff Points,Average Total Tariff Score,635,Virtual Comparator,Middle 60%
2016,5948339,Tariff Points,Average Total Tariff Score,1720,Virtual Comparator,Highest 20%
2016,5948533,Tariff Points,Average Total Tariff Score,338,Real Establishment,Lowest 20%
2016,5948533,Tariff Points,Average Total Tariff Score,785,Real Establishment,Middle 60%
2016,5948533,Tariff Points,Average Total Tariff Score,1561,Real Establishment,Highest 20%
2016,5948533,Tariff Points,Average Total Tariff Score,252,Virtual Comparator,Lowest 20%
2016,5948533,Tariff Points,Average Total Tariff Score,940,Virtual Comparator,Middle 60%
2016,5948533,Tariff Points,Average Total Tariff Score,1834,Virtual Comparator,Highest 20%
2016,5948630,Tariff Points,Average Total Tariff Score,202,Real Establishment,Lowest 20%
2016,5948630,Tariff Points,Average Total Tariff Score,863,Real Establishment,Middle 60%
2016,5948630,Tariff Points,Average Total Tariff Score,1783,Real Establishment,Highest 20%
2016,5948630,Tariff Points,Average Total Tariff Score,176,Virtual Comparator,Lowest 20%
2016,5948630,Tariff Points,Average Total Tariff Score,764,Virtual Comparator,Middle 60%
2016,5948630,Tariff Points,Average Total Tariff Score,1745,Virtual Comparator,Highest 20%
2016,5948738,Tariff Points,Average Total Tariff Score,399,Real Establishment,Lowest 20%
2016,5948738,Tariff Points,Average Total Tariff Score,1003,Real Establishment,Middle 60%
2016,5948738,Tariff Points,Average Total Tariff Score,1774,Real Establishment,Highest 20%
2016,5948738,Tariff Points,Average Total Tariff Score,217,Virtual Comparator,Lowest 20%
2016,5948738,Tariff Points,Average Total Tariff Score,928,Virtual Comparator,Middle 60%
2016,5948738,Tariff Points,Average Total Tariff Score,1910,Virtual Comparator,Highest 20%
2016,6002730,Tariff Points,Average Total Tariff Score,205,Real Establishment,Lowest 20%
2016,6002730,Tariff Points,Average Total Tariff Score,879,Real Establishment,Middle 60%
2016,6002730,Tariff Points,Average Total Tariff Score,1765,Real Establishment,Highest 20%
2016,6002730,Tariff Points,Average Total Tariff Score,189,Virtual Comparator,Lowest 20%
2016,6002730,Tariff Points,Average Total Tariff Score,888,Virtual Comparator,Middle 60%
2016,6002730,Tariff Points,Average Total Tariff Score,1814,Virtual Comparator,Highest 20%
2016,6003532,Tariff Points,Average Total Tariff Score,293,Real Establishment,Lowest 20%
2016,6003532,Tariff Points,Average Total Tariff Score,945,Real Establishment,Middle 60%
2016,6003532,Tariff Points,Average Total Tariff Score,1737,Real Establishment,Highest 20%
2016,6003532,Tariff Points,Average Total Tariff Score,186,Virtual Comparator,Lowest 20%
2016,6003532,Tariff Points,Average Total Tariff Score,987,Virtual Comparator,Middle 60%
2016,6003532,Tariff Points,Average Total Tariff Score,1951,Virtual Comparator,Highest 20%
2016,6103332,Tariff Points,Average Total Tariff Score,308,Real Establishment,Lowest 20%
2016,6103332,Tariff Points,Average Total Tariff Score,780,Real Establishment,Middle 60%
2016,6103332,Tariff Points,Average Total Tariff Score,1440,Real Establishment,Highest 20%
2016,6103332,Tariff Points,Average Total Tariff Score,176,Virtual Comparator,Lowest 20%
2016,6103332,Tariff Points,Average Total Tariff Score,764,Virtual Comparator,Middle 60%
2016,6103332,Tariff Points,Average Total Tariff Score,1733,Virtual Comparator,Highest 20%
2016,6103634,Tariff Points,Average Total Tariff Score,257,Real Establishment,Lowest 20%
2016,6103634,Tariff Points,Average Total Tariff Score,1034,Real Establishment,Middle 60%
2016,6103634,Tariff Points,Average Total Tariff Score,1984,Real Establishment,Highest 20%
2016,6103634,Tariff Points,Average Total Tariff Score,192,Virtual Comparator,Lowest 20%
2016,6103634,Tariff Points,Average Total Tariff Score,914,Virtual Comparator,Middle 60%
2016,6103634,Tariff Points,Average Total Tariff Score,1847,Virtual Comparator,Highest 20%
2016,6203132,Tariff Points,Average Total Tariff Score,917,Real Establishment,Middle 60%
2016,6203132,Tariff Points,Average Total Tariff Score,694,Virtual Comparator,Middle 60%
2016,6204139,Tariff Points,Average Total Tariff Score,999,Real Establishment,Middle 60%
2016,6204139,Tariff Points,Average Total Tariff Score,897,Virtual Comparator,Middle 60%
2016,6233139,Tariff Points,Average Total Tariff Score,258,Real Establishment,Lowest 20%
2016,6233139,Tariff Points,Average Total Tariff Score,1048,Real Establishment,Middle 60%
2016,6233139,Tariff Points,Average Total Tariff Score,1829,Real Establishment,Highest 20%
2016,6233139,Tariff Points,Average Total Tariff Score,177,Virtual Comparator,Lowest 20%
2016,6233139,Tariff Points,Average Total Tariff Score,815,Virtual Comparator,Middle 60%
2016,6233139,Tariff Points,Average Total Tariff Score,1761,Virtual Comparator,Highest 20%
2016,6233430,Tariff Points,Average Total Tariff Score,226,Real Establishment,Lowest 20%
2016,6233430,Tariff Points,Average Total Tariff Score,1023,Real Establishment,Middle 60%
2016,6233430,Tariff Points,Average Total Tariff Score,1645,Real Establishment,Highest 20%
2016,6233430,Tariff Points,Average Total Tariff Score,189,Virtual Comparator,Lowest 20%
2016,6233430,Tariff Points,Average Total Tariff Score,852,Virtual Comparator,Middle 60%
2016,6233430,Tariff Points,Average Total Tariff Score,1803,Virtual Comparator,Highest 20%
2016,8109931,Tariff Points,Average Total Tariff Score,160,Real Establishment,Lowest 20%
2016,8109931,Tariff Points,Average Total Tariff Score,895,Real Establishment,Middle 60%
2016,8109931,Tariff Points,Average Total Tariff Score,1511,Real Establishment,Highest 20%
2016,8109931,Tariff Points,Average Total Tariff Score,260,Virtual Comparator,Lowest 20%
2016,8109931,Tariff Points,Average Total Tariff Score,1012,Virtual Comparator,Middle 60%
2016,8109931,Tariff Points,Average Total Tariff Score,1857,Virtual Comparator,Highest 20%
2016,8110034,Tariff Points,Average Total Tariff Score,167,Real Establishment,Lowest 20%
2016,8110034,Tariff Points,Average Total Tariff Score,659,Real Establishment,Middle 60%
2016,8110034,Tariff Points,Average Total Tariff Score,1475,Real Establishment,Highest 20%
2016,8110034,Tariff Points,Average Total Tariff Score,182,Virtual Comparator,Lowest 20%
2016,8110034,Tariff Points,Average Total Tariff Score,876,Virtual Comparator,Middle 60%
2016,8110034,Tariff Points,Average Total Tariff Score,1818,Virtual Comparator,Highest 20%
2016,8110239,Tariff Points,Average Total Tariff Score,180,Real Establishment,Lowest 20%
2016,8110239,Tariff Points,Average Total Tariff Score,859,Real Establishment,Middle 60%
2016,8110239,Tariff Points,Average Total Tariff Score,1749,Real Establishment,Highest 20%
2016,8110239,Tariff Points,Average Total Tariff Score,285,Virtual Comparator,Lowest 20%
2016,8110239,Tariff Points,Average Total Tariff Score,913,Virtual Comparator,Middle 60%
2016,8110239,Tariff Points,Average Total Tariff Score,1783,Virtual Comparator,Highest 20%
2016,8110336,Tariff Points,Average Total Tariff Score,136,Real Establishment,Lowest 20%
2016,8110336,Tariff Points,Average Total Tariff Score,740,Real Establishment,Middle 60%
2016,8110336,Tariff Points,Average Total Tariff Score,1690,Real Establishment,Highest 20%
2016,8110336,Tariff Points,Average Total Tariff Score,154,Virtual Comparator,Lowest 20%
2016,8110336,Tariff Points,Average Total Tariff Score,857,Virtual Comparator,Middle 60%
2016,8110336,Tariff Points,Average Total Tariff Score,1824,Virtual Comparator,Highest 20%
2016,8110530,Tariff Points,Average Total Tariff Score,174,Real Establishment,Lowest 20%
2016,8110530,Tariff Points,Average Total Tariff Score,712,Real Establishment,Middle 60%
2016,8110530,Tariff Points,Average Total Tariff Score,1750,Real Establishment,Highest 20%
2016,8110530,Tariff Points,Average Total Tariff Score,180,Virtual Comparator,Lowest 20%
2016,8110530,Tariff Points,Average Total Tariff Score,721,Virtual Comparator,Middle 60%
2016,8110530,Tariff Points,Average Total Tariff Score,1697,Virtual Comparator,Highest 20%
2016,8111030,Tariff Points,Average Total Tariff Score,337,Real Establishment,Lowest 20%
2016,8111030,Tariff Points,Average Total Tariff Score,1083,Real Establishment,Middle 60%
2016,8111030,Tariff Points,Average Total Tariff Score,1865,Real Establishment,Highest 20%
2016,8111030,Tariff Points,Average Total Tariff Score,386,Virtual Comparator,Lowest 20%
2016,8111030,Tariff Points,Average Total Tariff Score,1141,Virtual Comparator,Middle 60%
2016,8111030,Tariff Points,Average Total Tariff Score,1926,Virtual Comparator,Highest 20%
2016,8130434,Tariff Points,Average Total Tariff Score,263,Real Establishment,Lowest 20%
2016,8130434,Tariff Points,Average Total Tariff Score,720,Real Establishment,Middle 60%
2016,8130434,Tariff Points,Average Total Tariff Score,1554,Real Establishment,Highest 20%
2016,8130434,Tariff Points,Average Total Tariff Score,190,Virtual Comparator,Lowest 20%
2016,8130434,Tariff Points,Average Total Tariff Score,810,Virtual Comparator,Middle 60%
2016,8130434,Tariff Points,Average Total Tariff Score,1705,Virtual Comparator,Highest 20%
2016,8200831,Tariff Points,Average Total Tariff Score,374,Real Establishment,Lowest 20%
2016,8200831,Tariff Points,Average Total Tariff Score,1062,Real Establishment,Middle 60%
2016,8200831,Tariff Points,Average Total Tariff Score,1893,Real Establishment,Highest 20%
2016,8200831,Tariff Points,Average Total Tariff Score,291,Virtual Comparator,Lowest 20%
2016,8200831,Tariff Points,Average Total Tariff Score,946,Virtual Comparator,Middle 60%
2016,8200831,Tariff Points,Average Total Tariff Score,1802,Virtual Comparator,Highest 20%
2016,8210039,Tariff Points,Average Total Tariff Score,171,Real Establishment,Lowest 20%
2016,8210039,Tariff Points,Average Total Tariff Score,755,Real Establishment,Middle 60%
2016,8210039,Tariff Points,Average Total Tariff Score,1795,Real Establishment,Highest 20%
2016,8210039,Tariff Points,Average Total Tariff Score,149,Virtual Comparator,Lowest 20%
2016,8210039,Tariff Points,Average Total Tariff Score,767,Virtual Comparator,Middle 60%
2016,8210039,Tariff Points,Average Total Tariff Score,1726,Virtual Comparator,Highest 20%
2016,8214638,Tariff Points,Average Total Tariff Score,214,Real Establishment,Lowest 20%
2016,8214638,Tariff Points,Average Total Tariff Score,686,Real Establishment,Middle 60%
2016,8214638,Tariff Points,Average Total Tariff Score,1651,Real Establishment,Highest 20%
2016,8214638,Tariff Points,Average Total Tariff Score,141,Virtual Comparator,Lowest 20%
2016,8214638,Tariff Points,Average Total Tariff Score,752,Virtual Comparator,Middle 60%
