Time,EducationEstablishment,Unit,Measurement,Value,Comparator,Attainment Distribution
2016,5246431,Tariff Points,Average Total Tariff Score,74,Virtual Comparator,Lowest 20%
2016,5246431,Tariff Points,Average Total Tariff Score,459,Virtual Comparator,Middle 60%
2016,5246431,Tariff Points,Average Total Tariff Score,1440,Virtual Comparator,Highest 20%
2016,5251834,Tariff Points,Average Total Tariff Score,313,Real Establishment,Lowest 20%
2016,5251834,Tariff Points,Average Total Tariff Score,1205,Real Establishment,Middle 60%
2016,5251834,Tariff Points,Average Total Tariff Score,2110,Real Establishment,Highest 20%
2016,5251834,Tariff Points,Average Total Tariff Score,249,Virtual Comparator,Lowest 20%
2016,5251834,Tariff Points,Average Total Tariff Score,996,Virtual Comparator,Middle 60%
2016,5251834,Tariff Points,Average Total Tariff Score,1930,Virtual Comparator,Highest 20%
2016,5251931,Tariff Points,Average Total Tariff Score,256,Real Establishment,Lowest 20%
2016,5251931,Tariff Points,Average Total Tariff Score,1109,Real Establishment,Middle 60%
2016,5251931,Tariff Points,Average Total Tariff Score,2083,Real Establishment,Highest 20%
2016,5251931,Tariff Points,Average Total Tariff Score,224,Virtual Comparator,Lowest 20%
2016,5251931,Tariff Points,Average Total Tariff Score,976,Virtual Comparator,Middle 60%
2016,5251931,Tariff Points,Average Total Tariff Score,1949,Virtual Comparator,Highest 20%
2016,5252032,Tariff Points,Average Total Tariff Score,202,Real Establishment,Lowest 20%
2016,5252032,Tariff Points,Average Total Tariff Score,829,Real Establishment,Middle 60%
2016,5252032,Tariff Points,Average Total Tariff Score,1868,Real Establishment,Highest 20%
2016,5252032,Tariff Points,Average Total Tariff Score,128,Virtual Comparator,Lowest 20%
2016,5252032,Tariff Points,Average Total Tariff Score,703,Virtual Comparator,Middle 60%
2016,5252032,Tariff Points,Average Total Tariff Score,1720,Virtual Comparator,Highest 20%
2016,5257530,Tariff Points,Average Total Tariff Score,256,Real Establishment,Lowest 20%
2016,5257530,Tariff Points,Average Total Tariff Score,1141,Real Establishment,Middle 60%
2016,5257530,Tariff Points,Average Total Tariff Score,2038,Real Establishment,Highest 20%
2016,5257530,Tariff Points,Average Total Tariff Score,254,Virtual Comparator,Lowest 20%
2016,5257530,Tariff Points,Average Total Tariff Score,1086,Virtual Comparator,Middle 60%
2016,5257530,Tariff Points,Average Total Tariff Score,1956,Virtual Comparator,Highest 20%
2016,5258030,Tariff Points,Average Total Tariff Score,220,Real Establishment,Lowest 20%
2016,5258030,Tariff Points,Average Total Tariff Score,842,Real Establishment,Middle 60%
2016,5258030,Tariff Points,Average Total Tariff Score,1703,Real Establishment,Highest 20%
2016,5258030,Tariff Points,Average Total Tariff Score,207,Virtual Comparator,Lowest 20%
2016,5258030,Tariff Points,Average Total Tariff Score,980,Virtual Comparator,Middle 60%
2016,5258030,Tariff Points,Average Total Tariff Score,1944,Virtual Comparator,Highest 20%
2016,5307031,Tariff Points,Average Total Tariff Score,109,Real Establishment,Lowest 20%
2016,5307031,Tariff Points,Average Total Tariff Score,569,Real Establishment,Middle 60%
2016,5307031,Tariff Points,Average Total Tariff Score,1476,Real Establishment,Highest 20%
2016,5307031,Tariff Points,Average Total Tariff Score,87,Virtual Comparator,Lowest 20%
2016,5307031,Tariff Points,Average Total Tariff Score,533,Virtual Comparator,Middle 60%
2016,5307031,Tariff Points,Average Total Tariff Score,1580,Virtual Comparator,Highest 20%
2016,5307139,Tariff Points,Average Total Tariff Score,194,Real Establishment,Lowest 20%
2016,5307139,Tariff Points,Average Total Tariff Score,801,Real Establishment,Middle 60%
2016,5307139,Tariff Points,Average Total Tariff Score,1745,Real Establishment,Highest 20%
2016,5307139,Tariff Points,Average Total Tariff Score,160,Virtual Comparator,Lowest 20%
2016,5307139,Tariff Points,Average Total Tariff Score,777,Virtual Comparator,Middle 60%
2016,5307139,Tariff Points,Average Total Tariff Score,1793,Virtual Comparator,Highest 20%
2016,5307236,Tariff Points,Average Total Tariff Score,118,Real Establishment,Lowest 20%
2016,5307236,Tariff Points,Average Total Tariff Score,668,Real Establishment,Middle 60%
2016,5307236,Tariff Points,Average Total Tariff Score,1592,Real Establishment,Highest 20%
2016,5307236,Tariff Points,Average Total Tariff Score,133,Virtual Comparator,Lowest 20%
2016,5307236,Tariff Points,Average Total Tariff Score,693,Virtual Comparator,Middle 60%
2016,5307236,Tariff Points,Average Total Tariff Score,1741,Virtual Comparator,Highest 20%
2016,5307430,Tariff Points,Average Total Tariff Score,184,Real Establishment,Lowest 20%
2016,5307430,Tariff Points,Average Total Tariff Score,689,Real Establishment,Middle 60%
2016,5307430,Tariff Points,Average Total Tariff Score,1510,Real Establishment,Highest 20%
2016,5307430,Tariff Points,Average Total Tariff Score,192,Virtual Comparator,Lowest 20%
2016,5307430,Tariff Points,Average Total Tariff Score,852,Virtual Comparator,Middle 60%
2016,5307430,Tariff Points,Average Total Tariff Score,1842,Virtual Comparator,Highest 20%
2016,5307538,Tariff Points,Average Total Tariff Score,125,Real Establishment,Lowest 20%
2016,5307538,Tariff Points,Average Total Tariff Score,671,Real Establishment,Middle 60%
2016,5307538,Tariff Points,Average Total Tariff Score,1597,Real Establishment,Highest 20%
2016,5307538,Tariff Points,Average Total Tariff Score,120,Virtual Comparator,Lowest 20%
2016,5307538,Tariff Points,Average Total Tariff Score,649,Virtual Comparator,Middle 60%
2016,5307538,Tariff Points,Average Total Tariff Score,1737,Virtual Comparator,Highest 20%
2016,5307732,Tariff Points,Average Total Tariff Score,176,Real Establishment,Lowest 20%
2016,5307732,Tariff Points,Average Total Tariff Score,957,Real Establishment,Middle 60%
2016,5307732,Tariff Points,Average Total Tariff Score,1852,Real Establishment,Highest 20%
2016,5307732,Tariff Points,Average Total Tariff Score,204,Virtual Comparator,Lowest 20%
2016,5307732,Tariff Points,Average Total Tariff Score,947,Virtual Comparator,Middle 60%
2016,5307732,Tariff Points,Average Total Tariff Score,1857,Virtual Comparator,Highest 20%
2016,5308038,Tariff Points,Average Total Tariff Score,182,Real Establishment,Lowest 20%
2016,5308038,Tariff Points,Average Total Tariff Score,697,Real Establishment,Middle 60%
2016,5308038,Tariff Points,Average Total Tariff Score,1642,Real Establishment,Highest 20%
2016,5308038,Tariff Points,Average Total Tariff Score,152,Virtual Comparator,Lowest 20%
2016,5308038,Tariff Points,Average Total Tariff Score,727,Virtual Comparator,Middle 60%
2016,5308038,Tariff Points,Average Total Tariff Score,1781,Virtual Comparator,Highest 20%
2016,5329132,Tariff Points,Average Total Tariff Score,103,Real Establishment,Lowest 20%
2016,5329132,Tariff Points,Average Total Tariff Score,532,Real Establishment,Middle 60%
2016,5329132,Tariff Points,Average Total Tariff Score,1462,Real Establishment,Highest 20%
2016,5329132,Tariff Points,Average Total Tariff Score,130,Virtual Comparator,Lowest 20%
2016,5329132,Tariff Points,Average Total Tariff Score,677,Virtual Comparator,Middle 60%
2016,5329132,Tariff Points,Average Total Tariff Score,1649,Virtual Comparator,Highest 20%
2016,5329434,Tariff Points,Average Total Tariff Score,192,Real Establishment,Lowest 20%
2016,5329434,Tariff Points,Average Total Tariff Score,1099,Real Establishment,Middle 60%
2016,5329434,Tariff Points,Average Total Tariff Score,1924,Real Establishment,Highest 20%
2016,5329434,Tariff Points,Average Total Tariff Score,210,Virtual Comparator,Lowest 20%
2016,5329434,Tariff Points,Average Total Tariff Score,1118,Virtual Comparator,Middle 60%
2016,5329434,Tariff Points,Average Total Tariff Score,1993,Virtual Comparator,Highest 20%
2016,5329531,Tariff Points,Average Total Tariff Score,179,Real Establishment,Lowest 20%
2016,5329531,Tariff Points,Average Total Tariff Score,1036,Real Establishment,Middle 60%
2016,5329531,Tariff Points,Average Total Tariff Score,1873,Real Establishment,Highest 20%
2016,5329531,Tariff Points,Average Total Tariff Score,264,Virtual Comparator,Lowest 20%
2016,5329531,Tariff Points,Average Total Tariff Score,1076,Virtual Comparator,Middle 60%
2016,5329531,Tariff Points,Average Total Tariff Score,1931,Virtual Comparator,Highest 20%
2016,5330033,Tariff Points,Average Total Tariff Score,94,Real Establishment,Lowest 20%
2016,5330033,Tariff Points,Average Total Tariff Score,525,Real Establishment,Middle 60%
2016,5330033,Tariff Points,Average Total Tariff Score,1408,Real Establishment,Highest 20%
2016,5330033,Tariff Points,Average Total Tariff Score,75,Virtual Comparator,Lowest 20%
2016,5330033,Tariff Points,Average Total Tariff Score,509,Virtual Comparator,Middle 60%
2016,5330033,Tariff Points,Average Total Tariff Score,1538,Virtual Comparator,Highest 20%
2016,5330238,Tariff Points,Average Total Tariff Score,145,Real Establishment,Lowest 20%
2016,5330238,Tariff Points,Average Total Tariff Score,699,Real Establishment,Middle 60%
2016,5330238,Tariff Points,Average Total Tariff Score,1412,Real Establishment,Highest 20%
2016,5330238,Tariff Points,Average Total Tariff Score,138,Virtual Comparator,Lowest 20%
2016,5330238,Tariff Points,Average Total Tariff Score,731,Virtual Comparator,Middle 60%
2016,5330238,Tariff Points,Average Total Tariff Score,1763,Virtual Comparator,Highest 20%
2016,5330432,Tariff Points,Average Total Tariff Score,96,Real Establishment,Lowest 20%
2016,5330432,Tariff Points,Average Total Tariff Score,530,Real Establishment,Middle 60%
2016,5330432,Tariff Points,Average Total Tariff Score,1466,Real Establishment,Highest 20%
2016,5330432,Tariff Points,Average Total Tariff Score,113,Virtual Comparator,Lowest 20%
2016,5330432,Tariff Points,Average Total Tariff Score,670,Virtual Comparator,Middle 60%
2016,5330432,Tariff Points,Average Total Tariff Score,1684,Virtual Comparator,Highest 20%
2016,5330831,Tariff Points,Average Total Tariff Score,121,Real Establishment,Lowest 20%
2016,5330831,Tariff Points,Average Total Tariff Score,755,Real Establishment,Middle 60%
2016,5330831,Tariff Points,Average Total Tariff Score,1704,Real Establishment,Highest 20%
2016,5330831,Tariff Points,Average Total Tariff Score,129,Virtual Comparator,Lowest 20%
2016,5330831,Tariff Points,Average Total Tariff Score,689,Virtual Comparator,Middle 60%
2016,5330831,Tariff Points,Average Total Tariff Score,1718,Virtual Comparator,Highest 20%
2016,5331137,Tariff Points,Average Total Tariff Score,89,Real Establishment,Lowest 20%
2016,5331137,Tariff Points,Average Total Tariff Score,558,Real Establishment,Middle 60%
2016,5331137,Tariff Points,Average Total Tariff Score,1485,Real Establishment,Highest 20%
2016,5331137,Tariff Points,Average Total Tariff Score,122,Virtual Comparator,Lowest 20%
2016,5331137,Tariff Points,Average Total Tariff Score,658,Virtual Comparator,Middle 60%
2016,5331137,Tariff Points,Average Total Tariff Score,1686,Virtual Comparator,Highest 20%
2016,5339537,Tariff Points,Average Total Tariff Score,257,Real Establishment,Lowest 20%
2016,5339537,Tariff Points,Average Total Tariff Score,985,Real Establishment,Middle 60%
2016,5339537,Tariff Points,Average Total Tariff Score,1774,Real Establishment,Highest 20%
2016,5339537,Tariff Points,Average Total Tariff Score,241,Virtual Comparator,Lowest 20%
2016,5339537,Tariff Points,Average Total Tariff Score,1015,Virtual Comparator,Middle 60%
2016,5339537,Tariff Points,Average Total Tariff Score,1964,Virtual Comparator,Highest 20%
2016,5339731,Tariff Points,Average Total Tariff Score,96,Real Establishment,Lowest 20%
2016,5339731,Tariff Points,Average Total Tariff Score,481,Real Establishment,Middle 60%
2016,5339731,Tariff Points,Average Total Tariff Score,1119,Real Establishment,Highest 20%
2016,5339731,Tariff Points,Average Total Tariff Score,97,Virtual Comparator,Lowest 20%
2016,5339731,Tariff Points,Average Total Tariff Score,557,Virtual Comparator,Middle 60%
2016,5339731,Tariff Points,Average Total Tariff Score,1521,Virtual Comparator,Highest 20%
2016,5349834,Tariff Points,Average Total Tariff Score,173,Real Establishment,Lowest 20%
2016,5349834,Tariff Points,Average Total Tariff Score,1008,Real Establishment,Middle 60%
2016,5349834,Tariff Points,Average Total Tariff Score,2128,Real Establishment,Highest 20%
2016,5349834,Tariff Points,Average Total Tariff Score,225,Virtual Comparator,Lowest 20%
2016,5349834,Tariff Points,Average Total Tariff Score,891,Virtual Comparator,Middle 60%
2016,5349834,Tariff Points,Average Total Tariff Score,1846,Virtual Comparator,Highest 20%
2016,5350034,Tariff Points,Average Total Tariff Score,93,Real Establishment,Lowest 20%
2016,5350034,Tariff Points,Average Total Tariff Score,909,Real Establishment,Middle 60%
2016,5350034,Tariff Points,Average Total Tariff Score,2009,Real Establishment,Highest 20%
2016,5350034,Tariff Points,Average Total Tariff Score,218,Virtual Comparator,Lowest 20%
2016,5350034,Tariff Points,Average Total Tariff Score,878,Virtual Comparator,Middle 60%
2016,5350034,Tariff Points,Average Total Tariff Score,1826,Virtual Comparator,Highest 20%
2016,5350131,Tariff Points,Average Total Tariff Score,152,Real Establishment,Lowest 20%
2016,5350131,Tariff Points,Average Total Tariff Score,791,Real Establishment,Middle 60%
2016,5350131,Tariff Points,Average Total Tariff Score,1781,Real Establishment,Highest 20%
2016,5350131,Tariff Points,Average Total Tariff Score,147,Virtual Comparator,Lowest 20%
2016,5350131,Tariff Points,Average Total Tariff Score,710,Virtual Comparator,Middle 60%
2016,5350131,Tariff Points,Average Total Tariff Score,1704,Virtual Comparator,Highest 20%
2016,5350239,Tariff Points,Average Total Tariff Score,144,Real Establishment,Lowest 20%
2016,5350239,Tariff Points,Average Total Tariff Score,646,Real Establishment,Middle 60%
2016,5350239,Tariff Points,Average Total Tariff Score,1534,Real Establishment,Highest 20%
2016,5350239,Tariff Points,Average Total Tariff Score,104,Virtual Comparator,Lowest 20%
2016,5350239,Tariff Points,Average Total Tariff Score,555,Virtual Comparator,Middle 60%
2016,5350239,Tariff Points,Average Total Tariff Score,1571,Virtual Comparator,Highest 20%
2016,5350336,Tariff Points,Average Total Tariff Score,186,Real Establishment,Lowest 20%
2016,5350336,Tariff Points,Average Total Tariff Score,955,Real Establishment,Middle 60%
2016,5350336,Tariff Points,Average Total Tariff Score,1996,Real Establishment,Highest 20%
2016,5350336,Tariff Points,Average Total Tariff Score,177,Virtual Comparator,Lowest 20%
2016,5350336,Tariff Points,Average Total Tariff Score,817,Virtual Comparator,Middle 60%
2016,5350336,Tariff Points,Average Total Tariff Score,1783,Virtual Comparator,Highest 20%
2016,5350530,Tariff Points,Average Total Tariff Score,243,Real Establishment,Lowest 20%
2016,5350530,Tariff Points,Average Total Tariff Score,1088,Real Establishment,Middle 60%
2016,5350530,Tariff Points,Average Total Tariff Score,2050,Real Establishment,Highest 20%
2016,5350530,Tariff Points,Average Total Tariff Score,267,Virtual Comparator,Lowest 20%
2016,5350530,Tariff Points,Average Total Tariff Score,1028,Virtual Comparator,Middle 60%
2016,5350530,Tariff Points,Average Total Tariff Score,1923,Virtual Comparator,Highest 20%
2016,5350638,Tariff Points,Average Total Tariff Score,115,Real Establishment,Lowest 20%
2016,5350638,Tariff Points,Average Total Tariff Score,904,Real Establishment,Middle 60%
2016,5350638,Tariff Points,Average Total Tariff Score,1993,Real Establishment,Highest 20%
2016,5350638,Tariff Points,Average Total Tariff Score,131,Virtual Comparator,Lowest 20%
2016,5350638,Tariff Points,Average Total Tariff Score,738,Virtual Comparator,Middle 60%
2016,5350638,Tariff Points,Average Total Tariff Score,1786,Virtual Comparator,Highest 20%
2016,5350832,Tariff Points,Average Total Tariff Score,135,Real Establishment,Lowest 20%
2016,5350832,Tariff Points,Average Total Tariff Score,711,Real Establishment,Middle 60%
2016,5350832,Tariff Points,Average Total Tariff Score,1657,Real Establishment,Highest 20%
2016,5350832,Tariff Points,Average Total Tariff Score,128,Virtual Comparator,Lowest 20%
2016,5350832,Tariff Points,Average Total Tariff Score,751,Virtual Comparator,Middle 60%
2016,5350832,Tariff Points,Average Total Tariff Score,1801,Virtual Comparator,Highest 20%
2016,5351030,Tariff Points,Average Total Tariff Score,242,Real Establishment,Lowest 20%
2016,5351030,Tariff Points,Average Total Tariff Score,1033,Real Establishment,Middle 60%
2016,5351030,Tariff Points,Average Total Tariff Score,1918,Real Establishment,Highest 20%
2016,5351030,Tariff Points,Average Total Tariff Score,254,Virtual Comparator,Lowest 20%
2016,5351030,Tariff Points,Average Total Tariff Score,1007,Virtual Comparator,Middle 60%
2016,5351030,Tariff Points,Average Total Tariff Score,1903,Virtual Comparator,Highest 20%
2016,5406331,Tariff Points,Average Total Tariff Score,53,Real Establishment,Lowest 20%
2016,5406331,Tariff Points,Average Total Tariff Score,607,Real Establishment,Middle 60%
2016,5406331,Tariff Points,Average Total Tariff Score,1530,Real Establishment,Highest 20%
2016,5406331,Tariff Points,Average Total Tariff Score,112,Virtual Comparator,Lowest 20%
2016,5406331,Tariff Points,Average Total Tariff Score,619,Virtual Comparator,Middle 60%
2016,5406331,Tariff Points,Average Total Tariff Score,1615,Virtual Comparator,Highest 20%
2016,5406439,Tariff Points,Average Total Tariff Score,199,Real Establishment,Lowest 20%
2016,5406439,Tariff Points,Average Total Tariff Score,817,Real Establishment,Middle 60%
2016,5406439,Tariff Points,Average Total Tariff Score,1696,Real Establishment,Highest 20%
2016,5406439,Tariff Points,Average Total Tariff Score,183,Virtual Comparator,Lowest 20%
2016,5406439,Tariff Points,Average Total Tariff Score,885,Virtual Comparator,Middle 60%
2016,5406439,Tariff Points,Average Total Tariff Score,1849,Virtual Comparator,Highest 20%
2016,5406536,Tariff Points,Average Total Tariff Score,121,Real Establishment,Lowest 20%
2016,5406536,Tariff Points,Average Total Tariff Score,703,Real Establishment,Middle 60%
2016,5406536,Tariff Points,Average Total Tariff Score,1503,Real Establishment,Highest 20%
2016,5406536,Tariff Points,Average Total Tariff Score,145,Virtual Comparator,Lowest 20%
2016,5406536,Tariff Points,Average Total Tariff Score,771,Virtual Comparator,Middle 60%
2016,5406536,Tariff Points,Average Total Tariff Score,1722,Virtual Comparator,Highest 20%
2016,5406730,Tariff Points,Average Total Tariff Score,155,Real Establishment,Lowest 20%
2016,5406730,Tariff Points,Average Total Tariff Score,723,Real Establishment,Middle 60%
2016,5406730,Tariff Points,Average Total Tariff Score,1698,Real Establishment,Highest 20%
2016,5406730,Tariff Points,Average Total Tariff Score,121,Virtual Comparator,Lowest 20%
2016,5406730,Tariff Points,Average Total Tariff Score,698,Virtual Comparator,Middle 60%
2016,5406730,Tariff Points,Average Total Tariff Score,1745,Virtual Comparator,Highest 20%
2016,5406838,Tariff Points,Average Total Tariff Score,132,Real Establishment,Lowest 20%
2016,5406838,Tariff Points,Average Total Tariff Score,929,Real Establishment,Middle 60%
2016,5406838,Tariff Points,Average Total Tariff Score,1986,Real Establishment,Highest 20%
2016,5406838,Tariff Points,Average Total Tariff Score,186,Virtual Comparator,Lowest 20%
2016,5406838,Tariff Points,Average Total Tariff Score,883,Virtual Comparator,Middle 60%
2016,5406838,Tariff Points,Average Total Tariff Score,1835,Virtual Comparator,Highest 20%
2016,5407036,Tariff Points,Average Total Tariff Score,71,Real Establishment,Lowest 20%
2016,5407036,Tariff Points,Average Total Tariff Score,609,Real Establishment,Middle 60%
2016,5407036,Tariff Points,Average Total Tariff Score,1559,Real Establishment,Highest 20%
2016,5407036,Tariff Points,Average Total Tariff Score,128,Virtual Comparator,Lowest 20%
2016,5407036,Tariff Points,Average Total Tariff Score,711,Virtual Comparator,Middle 60%
2016,5407036,Tariff Points,Average Total Tariff Score,1734,Virtual Comparator,Highest 20%
2016,5407230,Tariff Points,Average Total Tariff Score,152,Real Establishment,Lowest 20%
2016,5407230,Tariff Points,Average Total Tariff Score,734,Real Establishment,Middle 60%
2016,5407230,Tariff Points,Average Total Tariff Score,1759,Real Establishment,Highest 20%
2016,5407230,Tariff Points,Average Total Tariff Score,136,Virtual Comparator,Lowest 20%
2016,5407230,Tariff Points,Average Total Tariff Score,709,Virtual Comparator,Middle 60%
2016,5407230,Tariff Points,Average Total Tariff Score,1696,Virtual Comparator,Highest 20%
2016,5407338,Tariff Points,Average Total Tariff Score,151,Real Establishment,Lowest 20%
2016,5407338,Tariff Points,Average Total Tariff Score,618,Real Establishment,Middle 60%
2016,5407338,Tariff Points,Average Total Tariff Score,1479,Real Establishment,Highest 20%
2016,5407338,Tariff Points,Average Total Tariff Score,200,Virtual Comparator,Lowest 20%
2016,5407338,Tariff Points,Average Total Tariff Score,749,Virtual Comparator,Middle 60%
2016,5407338,Tariff Points,Average Total Tariff Score,1678,Virtual Comparator,Highest 20%
2016,5407532,Tariff Points,Average Total Tariff Score,55,Real Establishment,Lowest 20%
2016,5407532,Tariff Points,Average Total Tariff Score,407,Real Establishment,Middle 60%
2016,5407532,Tariff Points,Average Total Tariff Score,1287,Real Establishment,Highest 20%
2016,5407532,Tariff Points,Average Total Tariff Score,112,Virtual Comparator,Lowest 20%
2016,5407532,Tariff Points,Average Total Tariff Score,549,Virtual Comparator,Middle 60%
2016,5407532,Tariff Points,Average Total Tariff Score,1519,Virtual Comparator,Highest 20%
2016,5426138,Tariff Points,Average Total Tariff Score,228,Real Establishment,Lowest 20%
2016,5426138,Tariff Points,Average Total Tariff Score,935,Real Establishment,Middle 60%
2016,5426138,Tariff Points,Average Total Tariff Score,1899,Real Establishment,Highest 20%
2016,5426138,Tariff Points,Average Total Tariff Score,223,Virtual Comparator,Lowest 20%
2016,5426138,Tariff Points,Average Total Tariff Score,1012,Virtual Comparator,Middle 60%
2016,5426138,Tariff Points,Average Total Tariff Score,1947,Virtual Comparator,Highest 20%
2016,5426332,Tariff Points,Average Total Tariff Score,163,Real Establishment,Lowest 20%
2016,5426332,Tariff Points,Average Total Tariff Score,843,Real Establishment,Middle 60%
2016,5426332,Tariff Points,Average Total Tariff Score,1762,Real Establishment,Highest 20%
2016,5426332,Tariff Points,Average Total Tariff Score,228,Virtual Comparator,Lowest 20%
2016,5426332,Tariff Points,Average Total Tariff Score,951,Virtual Comparator,Middle 60%
2016,5426332,Tariff Points,Average Total Tariff Score,1881,Virtual Comparator,Highest 20%
2016,5426537,Tariff Points,Average Total Tariff Score,160,Real Establishment,Lowest 20%
2016,5426537,Tariff Points,Average Total Tariff Score,992,Real Establishment,Middle 60%
2016,5426537,Tariff Points,Average Total Tariff Score,1978,Real Establishment,Highest 20%
2016,5426537,Tariff Points,Average Total Tariff Score,241,Virtual Comparator,Lowest 20%
2016,5426537,Tariff Points,Average Total Tariff Score,1095,Virtual Comparator,Middle 60%
2016,5426537,Tariff Points,Average Total Tariff Score,1978,Virtual Comparator,Highest 20%
2016,5446139,Tariff Points,Average Total Tariff Score,206,Real Establishment,Lowest 20%
2016,5446139,Tariff Points,Average Total Tariff Score,876,Real Establishment,Middle 60%
2016,5446139,Tariff Points,Average Total Tariff Score,1896,Real Establishment,Highest 20%
2016,5446139,Tariff Points,Average Total Tariff Score,147,Virtual Comparator,Lowest 20%
2016,5446139,Tariff Points,Average Total Tariff Score,763,Virtual Comparator,Middle 60%
2016,5446139,Tariff Points,Average Total Tariff Score,1800,Virtual Comparator,Highest 20%
2016,5446236,Tariff Points,Average Total Tariff Score,183,Real Establishment,Lowest 20%
2016,5446236,Tariff Points,Average Total Tariff Score,931,Real Establishment,Middle 60%
2016,5446236,Tariff Points,Average Total Tariff Score,1926,Real Establishment,Highest 20%
2016,5446236,Tariff Points,Average Total Tariff Score,201,Virtual Comparator,Lowest 20%
2016,5446236,Tariff Points,Average Total Tariff Score,862,Virtual Comparator,Middle 60%
2016,5446236,Tariff Points,Average Total Tariff Score,1838,Virtual Comparator,Highest 20%
2016,5446430,Tariff Points,Average Total Tariff Score,77,Real Establishment,Lowest 20%
2016,5446430,Tariff Points,Average Total Tariff Score,666,Real Establishment,Middle 60%
2016,5446430,Tariff Points,Average Total Tariff Score,1773,Real Establishment,Highest 20%
2016,5446430,Tariff Points,Average Total Tariff Score,119,Virtual Comparator,Lowest 20%
2016,5446430,Tariff Points,Average Total Tariff Score,702,Virtual Comparator,Middle 60%
2016,5446430,Tariff Points,Average Total Tariff Score,1807,Virtual Comparator,Highest 20%
2016,5446538,Tariff Points,Average Total Tariff Score,163,Real Establishment,Lowest 20%
2016,5446538,Tariff Points,Average Total Tariff Score,734,Real Establishment,Middle 60%
2016,5446538,Tariff Points,Average Total Tariff Score,1639,Real Establishment,Highest 20%
2016,5446538,Tariff Points,Average Total Tariff Score,161,Virtual Comparator,Lowest 20%
2016,5446538,Tariff Points,Average Total Tariff Score,840,Virtual Comparator,Middle 60%
2016,5446538,Tariff Points,Average Total Tariff Score,1837,Virtual Comparator,Highest 20%
2016,5446732,Tariff Points,Average Total Tariff Score,203,Real Establishment,Lowest 20%
2016,5446732,Tariff Points,Average Total Tariff Score,945,Real Establishment,Middle 60%
2016,5446732,Tariff Points,Average Total Tariff Score,1797,Real Establishment,Highest 20%
2016,5446732,Tariff Points,Average Total Tariff Score,196,Virtual Comparator,Lowest 20%
2016,5446732,Tariff Points,Average Total Tariff Score,987,Virtual Comparator,Middle 60%
2016,5446732,Tariff Points,Average Total Tariff Score,1925,Virtual Comparator,Highest 20%
2016,5447232,Tariff Points,Average Total Tariff Score,118,Real Establishment,Lowest 20%
2016,5447232,Tariff Points,Average Total Tariff Score,583,Real Establishment,Middle 60%
2016,5447232,Tariff Points,Average Total Tariff Score,1551,Real Establishment,Highest 20%
2016,5447232,Tariff Points,Average Total Tariff Score,123,Virtual Comparator,Lowest 20%
2016,5447232,Tariff Points,Average Total Tariff Score,646,Virtual Comparator,Middle 60%
2016,5447232,Tariff Points,Average Total Tariff Score,1649,Virtual Comparator,Highest 20%
2016,5447437,Tariff Points,Average Total Tariff Score,96,Real Establishment,Lowest 20%
2016,5447437,Tariff Points,Average Total Tariff Score,559,Real Establishment,Middle 60%
2016,5447437,Tariff Points,Average Total Tariff Score,1469,Real Establishment,Highest 20%
2016,5447437,Tariff Points,Average Total Tariff Score,96,Virtual Comparator,Lowest 20%
2016,5447437,Tariff Points,Average Total Tariff Score,532,Virtual Comparator,Middle 60%
2016,5447437,Tariff Points,Average Total Tariff Score,1528,Virtual Comparator,Highest 20%
2016,5502330,Tariff Points,Average Total Tariff Score,233,Real Establishment,Lowest 20%
2016,5502330,Tariff Points,Average Total Tariff Score,899,Real Establishment,Middle 60%
2016,5502330,Tariff Points,Average Total Tariff Score,1827,Real Establishment,Highest 20%
2016,5502330,Tariff Points,Average Total Tariff Score,207,Virtual Comparator,Lowest 20%
2016,5502330,Tariff Points,Average Total Tariff Score,845,Virtual Comparator,Middle 60%
2016,5502330,Tariff Points,Average Total Tariff Score,1820,Virtual Comparator,Highest 20%
2016,5502535,Tariff Points,Average Total Tariff Score,193,Real Establishment,Lowest 20%
2016,5502535,Tariff Points,Average Total Tariff Score,771,Real Establishment,Middle 60%
2016,5502535,Tariff Points,Average Total Tariff Score,1854,Real Establishment,Highest 20%
2016,5502535,Tariff Points,Average Total Tariff Score,128,Virtual Comparator,Lowest 20%
2016,5502535,Tariff Points,Average Total Tariff Score,703,Virtual Comparator,Middle 60%
2016,5502535,Tariff Points,Average Total Tariff Score,1721,Virtual Comparator,Highest 20%
2016,5502632,Tariff Points,Average Total Tariff Score,148,Real Establishment,Lowest 20%
2016,5502632,Tariff Points,Average Total Tariff Score,845,Real Establishment,Middle 60%
2016,5502632,Tariff Points,Average Total Tariff Score,1814,Real Establishment,Highest 20%
2016,5502632,Tariff Points,Average Total Tariff Score,121,Virtual Comparator,Lowest 20%
2016,5502632,Tariff Points,Average Total Tariff Score,698,Virtual Comparator,Middle 60%
2016,5502632,Tariff Points,Average Total Tariff Score,1682,Virtual Comparator,Highest 20%
2016,5509238,Tariff Points,Average Total Tariff Score,132,Real Establishment,Lowest 20%
2016,5509238,Tariff Points,Average Total Tariff Score,717,Real Establishment,Middle 60%
2016,5509238,Tariff Points,Average Total Tariff Score,1638,Real Establishment,Highest 20%
2016,5509238,Tariff Points,Average Total Tariff Score,109,Virtual Comparator,Lowest 20%
2016,5509238,Tariff Points,Average Total Tariff Score,625,Virtual Comparator,Middle 60%
